,0,1,2,3,4,5,6,7,8,9,10,11
0,, , , , ,CONTAINER RAIL MOVES HISTORY, ,PIER CONTAINER HISTORY, , ,TEU HISTORY, 
1,0.0,0,0,PERIOD,INTERMODAL,CHS RAIL MOVES RATIO,LOADED,EMPTY,TOTAL,LOADED,EMPTY,TOTAL
2,1.0,1,1,,DRAYS,,EXPORT IMPORT,EXPORT IMPORT,,EXPORT IMPORT,EXPORT IMPORT,
25,24.0,24,24,"January, 2009",0,0 0.00%,"2 2,667 2 5,757","9 ,597 3 ,013","6 1,034","4 0,885 4 4,577","1 5,532 5 ,429","1 06,423"
26,25.0,25,25,"February, 2009",0,0 0.00%,"2 1,776 2 3,890","6 ,479 3 ,397","5 5,542","3 9,290 4 1,790","9 ,922 6 ,545","9 7,547"
27,26.0,26,26,"March, 2009",0,0 0.00%,"2 2,691 2 2,754","4 ,657 3 ,151","5 3,253","4 0,589 3 9,113","7 ,991 5 ,847","9 3,540"
28,27.0,27,27,"April, 2009",0,0 0.00%,"2 1,579 2 2,387","6 ,222 3 ,311","5 3,499","3 8,247 3 8,650","1 0,568 6 ,467","9 3,932"
29,28.0,28,28,"May, 2009",0,0 0.00%,"2 3,945 2 3,335","4 ,457 4 ,004","5 5,741","4 2,148 4 0,454","7 ,298 7 ,704","9 7,603"
30,29.0,29,29,"June, 2009",0,0 0.00%,"2 1,434 2 1,968","4 ,564 2 ,388","5 0,354","3 7,912 3 8,179","7 ,377 4 ,477","8 7,945"
31,30.0,30,30,"July, 2009",0,0 0.00%,"2 3,173 2 7,002","5 ,495 2 ,933","5 8,603","4 0,876 4 6,992","9 ,011 5 ,327","1 02,205"
32,31.0,31,31,"August, 2009",0,0 0.00%,"2 2,960 2 2,954","6 ,227 4 ,637","5 6,778","4 0,202 3 9,696","1 0,089 8 ,687","9 8,674"
33,32.0,32,32,"September, 2009",0,0 0.00%,"2 4,086 2 3,196","4 ,279 5 ,288","5 6,849","4 1,615 4 0,551","7 ,248 9 ,239","9 8,653"
34,33.0,33,33,"October, 2009",0,0 0.00%,"2 6,269 2 7,150","5 ,872 3 ,855","6 3,146","4 5,916 4 6,823","9 ,694 6 ,872","1 09,305"
35,34.0,34,34,"November, 2009",0,0 0.00%,"2 4,695 2 2,979","4 ,708 4 ,657","5 7,039","4 2,729 3 9,867","7 ,549 8 ,169","9 8,313"
36,35.0,35,35,"December, 2009",0,0 0.00%,"2 4,194 2 3,748","3 ,238 5 ,697","5 6,877","4 1,946 4 0,572","5 ,474 9 ,226","9 7,217"
37,36.0,36,36,"January, 2010",0,0 0.00%,"2 5,620 2 3,454","5 ,800 6 ,970","6 1,844","4 4,557 4 0,088","9 ,667 1 1,511","1 05,822"
38,37.0,37,37,"February, 2010",0,0 0.00%,"2 6,001 2 3,658","4 ,385 5 ,448","5 9,492","4 4,674 4 1,044","7 ,018 9 ,164","1 01,900"
39,38.0,38,38,"March, 2010",0,0 0.00%,"2 8,114 2 4,954","4 ,081 9 ,098","6 6,247","4 8,900 4 2,533","6 ,336 1 5,982","1 13,750"
40,39.0,39,39,"April, 2010",0,0 0.00%,"2 9,791 2 8,013","5 ,700 5 ,253","6 8,757","5 1,997 4 8,127","9 ,061 8 ,372","1 17,556"
41,40.0,40,40,"May, 2010",0,0 0.00%,"2 6,386 2 8,152","8 ,247 5 ,453","6 8,238","4 6,106 4 8,487","1 4,049 9 ,428","1 18,070"
42,41.0,41,41,"June, 2010",0,0 0.00%,"2 6,026 2 6,709","8 ,397 6 ,206","6 7,338","4 5,552 4 6,044","1 3,897 1 0,804","1 16,297"
43,42.0,42,42,"July, 2010",0,0 0.00%,"2 6,982 3 0,977","1 0,073 5 ,786","7 3,818","4 7,366 5 3,611","1 7,170 9 ,815","1 27,963"
44,43.0,43,43,"August, 2010",0,0 0.00%,"2 5,953 2 9,378","1 0,162 3 ,220","6 8,713","4 4,855 5 0,959","1 7,368 4 ,871","1 18,053"
45,44.0,44,44,"September, 2010",0,0 0.00%,"2 3,436 2 7,740","7 ,087 2 ,795","6 1,058","4 0,938 4 8,182","1 2,331 4 ,829","1 06,279"
46,45.0,45,45,"October, 2010",0,0 0.00%,"2 8,226 2 8,805","8 ,162 4 ,736","6 9,929","4 9,466 5 0,210","1 3,573 7 ,980","1 21,229"
47,46.0,46,46,"November, 2010",0,0 0.00%,"2 6,251 2 6,119","6 ,880 6 ,001","6 5,251","4 5,081 4 4,968","1 1,803 8 ,864","1 10,716"
48,47.0,47,47,"December, 2010",0,0 0.00%,"2 4,599 2 5,297","6 ,638 5 ,871","6 2,405","4 2,411 4 3,466","1 0,711 1 0,279","1 06,866"
49,48.0,48,48,"January, 2011",0,0 0.00%,"2 8,048 2 7,097","5 ,635 5 ,083","6 5,863","4 8,560 4 6,757","9 ,176 8 ,207","1 12,699"
50,49.0,49,49,"February, 2011",0,0 0.00%,"2 6,956 2 5,042","5 ,527 6 ,013","6 3,538","4 6,998 4 3,254","8 ,759 9 ,983","1 08,994"
51,50.0,50,50,"March, 2011",0,0 0.00%,"3 0,641 2 8,561","4 ,481 6 ,143","6 9,826","5 3,731 4 9,143","6 ,832 1 0,559","1 20,265"
52,51.0,51,51,"April, 2011",0,0 0.00%,"2 6,814 2 8,295","6 ,650 4 ,671","6 6,430","4 7,371 4 8,818","1 0,394 8 ,082","1 14,664"
53,52.0,52,52,"May, 2011",0,0 0.00%,"2 7,618 2 8,791","8 ,133 5 ,034","6 9,576","4 9,256 4 9,589","1 2,716 8 ,979","1 20,539"
54,53.0,53,53,"June, 2011",0,0 0.00%,"2 4,853 2 9,865","7 ,813 4 ,037","6 6,568","4 4,310 5 1,459","1 2,140 7 ,360","1 15,268"
55,54.0,54,54,"July, 2011",0,0 0.00%,"2 4,475 2 9,845","8 ,273 2 ,667","6 5,260","4 3,169 5 1,477","1 4,010 4 ,848","1 13,503"
56,55.0,55,55,"August, 2011",0,0 0.00%,"2 5,761 3 0,461","8 ,697 1 ,465","6 6,384","4 5,122 5 2,896","1 4,374 2 ,442","1 14,833"
57,56.0,56,56,"September, 2011",0,0 0.00%,"2 7,929 3 0,650","9 ,182 4 ,504","7 2,265","4 9,181 5 3,511","1 4,972 7 ,367","1 25,032"
58,57.0,57,57,"October, 2011",0,0 0.00%,"2 6,284 2 8,644","7 ,074 3 ,702","6 5,704","4 6,130 5 0,041","1 1,343 6 ,136","1 13,650"
59,58.0,58,58,"November, 2011",0,0 0.00%,"2 4,928 2 8,989","7 ,024 3 ,439","6 4,380","4 4,176 5 0,331","1 1,754 6 ,171","1 12,431"
60,59.0,59,59,"December, 2011",0,0 0.00%,"2 6,385 2 7,832","4 ,880 3 ,988","6 3,085","4 7,151 4 8,218","7 ,503 6 ,600","1 09,472"
61,60.0,60,60,"January, 2012",0,0 0.00%,"2 4,196 2 8,296","7 ,700 4 ,434","6 4,626","4 3,327 4 9,100","1 2,169 7 ,979","1 12,575"
62,61.0,61,61,"February, 2012",0,0 0.00%,"2 8,043 2 8,488","5 ,720 5 ,253","6 7,504","5 0,439 4 9,706","8 ,938 9 ,970","1 19,052"
63,62.0,62,62,"March, 2012",0,0 0.00%,"3 0,066 3 2,502","8 ,802 5 ,675","7 7,045","5 3,445 5 6,104","1 4,564 1 0,746","1 34,857"
64,63.0,63,63,"April, 2012",166,166 0.23%,"2 6,526 3 0,418","1 0,260 3 ,903","7 1,107","4 7,230 5 2,895","1 6,333 6 ,980","1 23,439"
65,64.0,64,64,"May, 2012",377,377 0.50%,"2 8,300 3 4,053","9 ,933 3 ,330","7 5,616","5 0,349 5 9,830","1 5,971 6 ,348","1 32,498"
66,65.0,65,65,"June, 2012","1,791","1,791 2.60%","2 5,730 2 9,297","9 ,325 4 ,523","6 8,875","4 5,679 5 1,457","1 5,459 8 ,370","1 20,964"
67,66.0,66,66,"July, 2012","2,134","2,134 2.84%","2 7,663 3 3,504","1 1,208 2 ,826","7 5,201","4 8,774 5 8,853","1 9,200 4 ,941","1 31,767"
68,67.0,67,67,"August, 2012","1,944","1,944 2.48%","2 8,482 3 4,549","1 1,105 4 ,144","7 8,280","5 0,697 6 0,670","1 8,584 7 ,088","1 37,039"
69,68.0,68,68,"September, 2012","1,884","1,884 2.52%","2 9,823 3 0,334","1 0,626 3 ,889","7 4,672","5 2,983 5 3,272","1 8,194 7 ,238","1 31,686"
70,69.0,69,69,"October, 2012","3,553","3,553 5.16%","2 5,465 2 9,681","1 0,925 2 ,774","6 8,845","4 5,383 5 2,202","1 8,189 5 ,036","1 20,810"
71,70.0,70,70,"November, 2012","2,140","2,140 2.99%","2 8,335 3 1,085","7 ,222 4 ,875","7 1,517","5 0,573 5 4,458","1 2,105 8 ,644","1 25,780"
72,71.0,71,71,"December, 2012","3,990","3,990 5.61%","3 1,541 2 7,907","6 ,739 4 ,918","7 1,105","5 6,155 4 8,425","1 0,849 8 ,691","1 24,120"
73,72.0,72,72,"January, 2013","5,715","5,715 8.26%","2 6,324 2 8,749","9 ,757 4 ,326","6 9,156","4 6,812 4 9,992","1 6,224 8 ,259","1 21,286"
74,73.0,73,73,"February, 2013","6,610","6,610 8.82%","3 2,684 3 1,571","6 ,198 4 ,486","7 4,939","5 8,022 5 5,083","9 ,954 8 ,576","1 31,634"
75,74.0,74,74,"March, 2013","6,361","6,361 8.23%","3 2,255 3 1,226","7 ,156 6 ,676","7 7,313","5 7,193 5 4,886","1 2,210 1 2,588","1 36,877"
76,75.0,75,75,"April, 2013","6,584","6,584 8.54%","3 0,962 3 0,980","9 ,914 5 ,204","7 7,060","5 4,832 5 3,650","1 7,058 9 ,178","1 34,718"
77,76.0,76,76,"May, 2013","7,256","7,256 9.10%","3 1,433 3 3,554","1 0,224 4 ,485","7 9,696","5 5,837 5 8,371","1 7,035 7 ,900","1 39,143"
78,77.0,77,77,"June, 2013","6,876","6,876 9.55%","2 9,805 2 9,709","8 ,515 3 ,977","7 2,006","5 2,541 5 1,365","1 3,937 7 ,414","1 25,257"
79,78.0,78,78,"July, 2013","9,653","9,653 12.52%","2 7,627 3 2,299","1 1,545 5 ,655","7 7,126","4 8,598 5 6,631","1 9,942 1 0,988","1 36,159"
80,79.0,79,79,"August, 2013","8,432","8,432 10.22%","3 2,235 3 4,230","1 2,369 3 ,651","8 2,485","5 7,065 6 0,021","2 0,893 6 ,670","1 44,649"
81,80.0,80,80,"September, 2013","8,279","8,279 10.95%","2 9,441 3 1,315","1 0,582 4 ,257","7 5,595","5 2,321 5 4,943","1 7,863 7 ,885","1 33,011"
82,81.0,81,81,"October, 2013","9,885","9,980 12.61%","2 9,618 3 3,170","1 1,532 4 ,822","7 9,142","5 3,010 5 8,825","2 0,085 9 ,129","1 41,049"
83,82.0,82,82,"November, 2013","8,606","9,361 12.46%","3 0,691 3 1,016","8 ,974 4 ,433","7 5,114","5 5,448 5 4,663","1 5,034 8 ,336","1 33,481"
84,83.0,83,83,"December, 2013","8,561","9,424 13.43%","2 7,407 2 9,748","8 ,355 4 ,685","7 0,195","4 9,221 5 2,103","1 3,928 8 ,851","1 24,103"
85,84.0,84,84,"January, 2014","10,229","11,211 15.29%","2 9,166 3 0,957","8 ,385 4 ,795","7 3,303","5 3,013 5 4,425","1 3,266 8 ,859","1 29,562"
86,85.0,85,85,"February, 2014","12,409","13,823 18.74%","2 9,599 3 0,290","8 ,063 5 ,810","7 3,762","5 3,661 5 3,169","1 2,641 1 0,277","1 29,747"
87,86.0,86,86,"March, 2014","13,082","14,726 17.20%","3 5,453 3 6,200","7 ,794 6 ,169","8 5,616","6 4,272 6 2,980","1 2,341 1 0,923","1 50,516"
88,87.0,87,87,"April, 2014","14,234","16,251 18.79%","3 3,636 3 6,151","1 1,906 4 ,812","8 6,505","6 0,641 6 2,982","1 8,995 9 ,173","1 51,790"
89,88.0,88,88,"May, 2014","13,496","15,686 17.06%","3 5,494 3 7,011","1 2,165 7 ,278","9 1,948","6 4,102 6 4,704","1 9,394 1 3,459","1 61,658"
90,89.0,89,89,"June, 2014","13,132","15,062 17.54%","3 1,433 3 5,400","1 4,737 4 ,324","8 5,894","5 6,802 6 2,107","2 3,037 7 ,237","1 49,183"
91,90.0,90,90,"July, 2014","15,401","17,119 19.48%","3 0,616 3 7,459","1 4,865 4 ,942","8 7,882","5 5,739 6 5,888","2 3,450 8 ,840","1 53,916"
92,91.0,91,91,"August, 2014","13,670","15,766 16.91%","3 3,703 3 7,192","1 5,620 6 ,706","9 3,221","6 0,727 6 5,453","2 5,878 1 1,913","1 63,970"
93,92.0,92,92,"September, 2014","14,552","16,977 19.82%","3 0,925 3 5,810","1 3,640 5 ,263","8 5,638","5 6,216 6 2,655","2 2,486 9 ,432","1 50,790"
94,93.0,93,93,"October, 2014","14,580","17,465 18.49%","3 2,948 4 0,380","1 6,289 4 ,853","9 4,470","6 0,174 7 0,326","2 5,990 8 ,182","1 64,672"
95,94.0,94,94,"November, 2014","12,839","14,892 18.06%","3 1,511 3 4,604","1 2,900 3 ,451","8 2,466","5 7,519 6 0,087","2 0,376 6 ,237","1 44,218"
96,95.0,95,95,"December, 2014","14,884","16,547 20.16%","2 9,908 3 5,388","1 3,323 3 ,457","8 2,076","5 4,578 6 0,804","2 0,993 5 ,581","1 41,956"
97,96.0,96,96,"January, 2015","15,176","17,577 19.83%","3 0,561 3 7,597","1 5,482 4 ,979","8 8,619","5 5,859 6 5,101","2 2,982 8 ,976","1 52,917"
98,97.0,97,97,"February, 2015","15,019","17,555 20.35%","3 4,839 3 4,915","1 1,451 5 ,053","8 6,258","6 4,063 6 1,486","1 7,835 9 ,542","1 52,925"
99,98.0,98,98,"March, 2015","17,331","19,623 20.19%","3 6,480 3 9,676","1 5,619 5 ,416","9 7,191","6 6,428 6 9,414","2 4,985 1 0,286","1 71,113"
100,99.0,99,99,"April, 2015","17,823","20,543 21.36%","3 4,620 4 1,041","1 5,014 5 ,491","9 6,166","6 2,946 7 0,763","2 4,167 1 0,306","1 68,182"
101,100.0,100,100,"May, 2015","17,845","20,783 19.98%","3 6,278 4 3,332","2 0,485 3 ,908","1 04,003","6 5,657 7 6,069","3 2,991 7 ,092","1 81,809"
102,101.0,101,101,"June, 2015","19,820","22,896 23.62%","3 4,288 4 0,894","1 8,054 3 ,680","9 6,916","6 1,976 7 1,535","2 9,627 6 ,776","1 69,913"
103,102.0,102,102,"July, 2015","20,622","23,615 23.82%","3 3,049 4 2,913","1 9,994 3 ,188","9 9,144","6 0,038 7 5,666","3 3,751 5 ,768","1 75,223"
104,103.0,103,103,"August, 2015","19,354","22,597 23.40%","3 4,596 4 0,333","1 8,693 2 ,937","9 6,559","6 2,762 7 0,827","3 1,363 5 ,575","1 70,528"
105,104.0,104,104,"September, 2015","20,052","23,344 24.86%","3 3,075 3 9,944","1 8,528 2 ,360","9 3,907","6 0,504 7 0,426","3 2,088 4 ,531","1 67,549"
106,105.0,105,105,"October, 2015","17,558","20,480 22.01%","3 3,003 4 1,804","1 5,463 2 ,776","9 3,046","5 9,961 7 4,046","2 5,535 5 ,192","1 64,734"
107,106.0,106,106,"November, 2015","16,729","19,479 22.62%","3 2,691 3 6,179","1 4,588 2 ,662","8 6,120","5 9,482 6 3,485","2 5,518 5 ,109","1 53,594"
108,107.0,107,107,"December, 2015","17,364","19,948 24.21%","2 9,414 3 7,662","1 3,401 1 ,921","8 2,398","5 3,739 6 6,381","2 1,158 3 ,441","1 44,718"
109,108.0,108,108,"January, 2016","14,317","17,715 21.61%","2 8,660 3 7,384","1 4,051 1 ,898","8 1,993","5 2,290 6 6,295","2 3,083 3 ,425","1 45,092"
110,109.0,109,109,"February, 2016","17,184","20,664 23.31%","3 5,193 3 9,059","1 1,597 2 ,794","8 8,643","6 3,961 6 9,477","1 9,286 5 ,238","1 57,962"
111,110.0,110,110,"March, 2016","18,176","22,072 22.96%","3 4,129 4 2,055","1 6,314 3 ,625","9 6,123","6 2,398 7 4,288","2 7,458 6 ,596","1 70,740"
112,111.0,111,111,"April, 2016","15,007","18,959 21.22%","3 3,645 3 9,092","1 4,975 1 ,614","8 9,326","6 1,560 6 8,813","2 4,527 3 ,060","1 57,959"
113,112.0,112,112,"May, 2016","17,639","21,160 21.00%","3 6,366 4 3,904","1 8,576 1 ,928","1 00,774","6 6,552 7 7,225","3 0,398 3 ,691","1 77,865"
114,113.0,113,113,"June, 2016","16,298","19,347 21.79%","3 1,725 4 0,879","1 4,341 1 ,828","8 8,773","5 8,068 7 1,822","2 3,768 3 ,550","1 57,207"
115,114.0,114,114,"July, 2016","17,670","20,382 20.31%","3 4,103 4 5,908","1 7,992 2 ,363","1 00,366","6 2,160 8 1,120","2 9,410 4 ,575","1 77,265"
116,115.0,115,115,"August, 2016","21,833","25,536 25.25%","3 5,593 4 3,301","1 9,825 2 ,406","1 01,125","6 5,220 7 7,223","3 3,198 4 ,512","1 80,153"
117,116.0,116,116,"September, 2016","18,512","22,371 24.37%","3 4,383 4 1,810","1 2,827 2 ,764","9 1,784","6 2,598 7 4,009","2 1,130 5 ,121","1 62,858"
118,117.0,117,117,"October, 2016","17,203","21,198 22.17%","3 6,420 4 4,168","1 2,239 2 ,781","9 5,608","6 6,187 7 8,341","2 0,217 4 ,732","1 69,477"
119,118.0,118,118,"November, 2016","19,447","22,993 23.22%","3 5,426 4 1,621","1 7,552 4 ,442","9 9,041","6 5,099 7 3,910","2 8,225 7 ,984","1 75,217"
120,119.0,119,119,"December, 2016","17,937","20,881 22.46%","3 4,155 4 0,273","1 4,909 3 ,619","9 2,956","6 2,618 7 0,813","2 4,214 6 ,836","1 64,480"
121,120.0,120,120,"January, 2017","18,418","21,848 20.85%","3 6,386 4 7,157","1 8,062 3 ,187","1 04,792","6 6,868 8 3,098","2 9,299 5 ,753","1 85,018"
122,121.0,121,121,"February, 2017","19,766","23,367 23.78%","3 6,219 4 1,644","1 6,691 3 ,705","9 8,259","6 6,296 7 3,855","2 8,682 6 ,988","1 75,820"
123,122.0,122,122,"March, 2017","19,966","24,296 22.30%","3 8,649 4 5,759","1 9,677 4 ,876","1 08,961","7 0,347 8 1,137","3 2,265 8 ,662","1 92,411"
124,123.0,123,123,"April, 2017","16,979","21,537 20.06%","3 6,642 4 7,035","2 0,390 3 ,273","1 07,340","6 6,911 8 2,897","3 3,717 5 ,791","1 89,315"
125,124.0,124,124,"May, 2017","25,002","25,002 24.17%","3 8,280 4 4,681","1 7,352 3 ,149","1 03,462","6 9,862 7 8,398","2 8,207 5 ,986","1 82,452"
0,, , , , ,CONTAINER RAIL MOVES HISTORY, ,PIER CONTAINER HISTORY, , ,TEU HISTORY, 
1,0.0,0,0,PERIOD,INTERMODAL,CHS RAIL MOVES RATIO,LOADED,EMPTY,TOTAL,LOADED,EMPTY,TOTAL
2,1.0,1,1,,DRAYS,,EXPORT IMPORT,EXPORT IMPORT,,EXPORT IMPORT,EXPORT IMPORT,
3,2.0,2,2,"June, 2017","22,439","22,439 21.57%","3 6,104 4 6,604","1 9,050 2 ,252","1 04,010","6 5,539 8 1,307","3 2,209 4 ,182","1 83,237"
4,3.0,3,3,"July, 2017","18,526","18,526 17.93%","3 5,044 4 5,125","2 0,719 2 ,431","1 03,319","6 3,454 7 9,631","3 4,839 4 ,487","1 82,411"
5,4.0,4,4,"August, 2017","25,152","25,152 25.05%","3 5,956 4 4,382","1 8,224 1 ,865","1 00,427","6 4,959 7 8,083","3 1,296 3 ,391","1 77,728"
6,5.0,5,5,"September, 2017","21,977","21,977 21.57%","3 5,443 4 5,269","1 8,820 2 ,370","1 01,902","6 4,857 7 9,150","3 1,389 4 ,461","1 79,856"
7,6.0,6,6,"October, 2017","23,114","23,114 22.21%","3 9,495 4 6,184","1 5,444 2 ,963","1 04,086","7 1,637 8 0,728","2 4,740 5 ,723","1 82,827"
8,7.0,7,7,"November, 2017","18,602","18,602 20.15%","3 5,108 4 3,334","1 0,974 2 ,913","9 2,329","6 3,782 7 6,580","1 7,760 5 ,471","1 63,592"
9,8.0,8,8,"December, 2017","18,029","18,029 17.38%","3 8,049 4 5,932","1 7,116 2 ,659","1 03,756","6 9,693 8 0,423","2 7,823 4 ,945","1 82,884"
10,9.0,9,9,"January, 2018","20,018","20,018 21.10%","3 2,904 4 4,452","1 4,852 2 ,644","9 4,852","5 9,746 7 8,169","2 4,725 4 ,759","1 67,398"
11,10.0,10,10,"February, 2018","21,878","21,878 22.96%","3 7,779 4 0,179","1 3,939 3 ,383","9 5,280","6 9,063 7 0,397","2 3,031 5 ,990","1 68,480"
12,11.0,11,11,"March, 2018","26,037","26,037 22.91%","4 0,620 5 0,226","1 7,793 5 ,024","1 13,663","7 3,637 8 8,483","2 8,328 9 ,210","1 99,659"
13,12.0,12,12,"April, 2018","21,477","21,477 19.18%","4 3,861 4 5,301","1 8,220 4 ,605","1 11,987","8 0,125 7 8,275","3 0,300 7 ,739","1 96,439"
14,13.0,13,13,"May, 2018","23,965","23,965 21.11%","4 0,926 4 8,881","1 9,783 3 ,941","1 13,531","7 4,576 8 5,277","3 1,234 6 ,350","1 97,437"
15,14.0,14,14,"June, 2018","23,947","23,947 20.70%","3 7,429 4 8,811","2 5,535 3 ,921","1 15,696","6 8,060 8 5,416","4 0,583 7 ,105","2 01,163"
16,15.0,15,15,"July, 2018","26,297","26,297 23.01%","3 8,123 4 9,822","2 2,335 4 ,017","1 14,297","6 9,492 8 7,549","3 6,617 6 ,936","2 00,594"
17,16.0,16,16,"August, 2018","27,978","27,978 23.91%","3 6,791 5 1,290","2 3,937 5 ,019","1 17,037","6 6,739 9 0,569","4 0,506 8 ,728","2 06,541"
18,17.0,17,17,"September, 2018","21,674","21,674 22.01%","2 9,969 4 5,614","1 9,854 3 ,025","9 8,462","5 5,055 8 0,182","3 3,003 4 ,986","1 73,226"
19,18.0,18,18,"October, 2018","28,385","28,385 22.78%","3 8,951 5 2,741","2 6,326 6 ,609","1 24,627","7 0,605 9 2,947","4 3,091 1 0,393","2 17,035"
20,19.0,19,19,"November, 2018","25,360","25,360 23.53%","3 3,908 4 7,994","2 2,469 3 ,391","1 07,762","6 1,903 8 4,125","3 6,894 5 ,662","1 88,583"
21,20.0,20,20,"December, 2018","24,603","24,603 21.58%","3 3,276 5 1,093","2 6,092 3 ,557","1 14,018","6 0,871 8 9,079","4 3,309 6 ,442","1 99,701"
22,21.0,21,21,"January, 2019","28,294","28,294 23.77%","3 5,054 5 0,726","2 8,158 5 ,104","1 19,042","6 3,750 8 8,107","4 5,712 8 ,120","2 05,689"
23,22.0,22,22,"February, 2019","27,355","27,355 27.14%","3 4,002 4 3,843","1 9,366 3 ,583","1 00,794","6 2,086 7 7,667","3 1,869 6 ,510","1 78,131"
24,23.0,23,23,"March, 2019","28,213","28,213 23.37%","4 2,524 5 2,908","2 2,115 3 ,170","1 20,717","7 7,704 9 2,875","3 7,439 6 ,095","2 14,113"
25,24.0,24,24,"April, 2019","29,478","29,478 25.32%","4 0,080 5 0,170","2 1,874 4 ,319","1 16,443","7 3,295 8 7,675","3 5,969 7 ,682","2 04,621"
26,25.0,25,25,"May, 2019","31,727","31,727 26.88%","3 9,151 5 0,272","2 5,035 3 ,590","1 18,048","7 1,399 8 8,009","3 8,875 6 ,175","2 04,457"
27,26.0,26,26,"June, 2019","31,074","31,074 27.50%","3 6,394 4 8,851","2 3,325 4 ,418","1 12,988","6 6,496 8 6,076","3 9,463 8 ,371","2 00,406"
28,27.0,27,27,"July, 2019","30,471","30,471 25.46%","3 9,552 5 2,578","2 3,285 4 ,285","1 19,700","7 2,126 9 2,707","3 8,174 7 ,535","2 10,542"
29,28.0,28,28,"August, 2019","31,353","31,353 23.71%","4 0,211 5 8,336","2 8,931 4 ,755","1 32,233","7 3,927 1 03,221","4 8,363 7 ,599","2 33,110"
30,29.0,29,29,"September, 2019","26,315","26,315 23.92%","3 3,458 5 0,865","2 3,412 2 ,290","1 10,025","6 1,494 9 0,111","3 9,408 3 ,935","1 94,948"
31,30.0,30,30,"October, 2019","27,684","27,684 22.58%","3 8,063 5 3,293","2 7,213 4 ,022","1 22,591","6 9,952 9 5,302","4 5,191 6 ,914","2 17,360"
32,31.0,31,31,"November, 2019","24,199","24,199 23.20%","3 4,264 4 6,860","2 0,548 2 ,652","1 04,324","6 2,831 8 2,785","3 4,357 4 ,955","1 84,928"
33,32.0,32,32,"December, 2019","26,352","26,352 24.91%","3 3,635 4 6,367","2 2,425 3 ,356","1 05,783","6 1,903 8 1,779","3 7,829 6 ,371","1 87,882"
34,33.0,33,33,"January, 2020","29,385","29,385 24.71%","3 6,916 5 1,253","2 6,815 3 ,959","1 18,943","6 8,505 9 0,665","4 4,752 7 ,098","2 11,020"
35,34.0,34,34,"February, 2020","29,765","29,765 26.83%","4 0,288 4 9,763","1 7,858 3 ,018","1 10,927","7 4,235 8 8,178","2 9,117 5 ,684","1 97,214"
36,35.0,35,35,"March, 2020","29,307","29,307 27.91%","3 9,822 4 3,433","1 7,712 4 ,036","1 05,003","7 3,077 7 6,019","2 8,911 7 ,625","1 85,631"
37,36.0,36,36,"April, 2020","20,683","20,683 20.52%","3 0,945 4 7,445","1 9,683 2 ,737","1 00,810","5 6,611 8 2,899","3 1,463 5 ,178","1 76,152"
38,37.0,37,37,"May, 2020","22,290","22,290 22.75%","3 2,356 4 2,210","2 0,496 2 ,904","9 7,966","5 8,972 7 3,072","3 2,400 5 ,262","1 69,705"
39,38.0,38,38,"June, 2020","25,358","25,358 28.48%","3 1,524 3 9,770","1 5,606 2 ,127","8 9,027","5 7,935 6 9,775","2 5,021 3 ,762","1 56,494"
40,39.0,39,39,"July, 2020","27,145","27,145 27.30%","3 1,230 4 5,879","2 0,819 1 ,503","9 9,431","5 7,628 8 1,530","3 5,140 2 ,676","1 76,974"
41,40.0,40,40,"August, 2020","30,355","30,355 26.11%","3 6,134 5 3,956","2 4,952 1 ,206","1 16,248","6 6,825 9 6,965","4 2,817 2 ,230","2 08,837"
42,41.0,41,41,"September, 2020","29,134","29,134 27.02%","3 2,916 5 0,045","2 1,886 2 ,969","1 07,816","6 0,245 9 0,399","3 8,804 5 ,653","1 95,101"
43,42.0,42,42,"October, 2020","31,724","31,724 26.44%","3 7,757 5 3,820","2 5,406 3 ,003","1 19,986","6 9,093 9 6,563","4 4,717 5 ,824","2 16,196"
44,43.0,43,43,"November, 2020","29,755","29,755 25.90%","3 5,209 5 1,963","2 5,407 2 ,320","1 14,899","6 4,447 9 3,369","4 5,090 4 ,161","2 07,066"
45,44.0,44,44,"December, 2020","31,349","31,349 26.87%","3 6,438 5 2,279","2 5,396 2 ,572","1 16,685","6 7,239 9 3,568","4 3,990 4 ,810","2 09,606"
46,45.0,45,45,"January, 2021","29,172","29,172 24.06%","3 6,871 5 3,639","2 8,234 2 ,492","1 21,236","6 7,937 9 5,478","4 8,224 4 ,626","2 16,265"
47,46.0,46,46,"February, 2021","29,185","29,185 28.72%","3 6,498 4 5,852","1 7,341 1 ,918","1 01,609","6 7,411 8 1,899","2 9,293 3 ,666","1 82,269"
48,47.0,47,47,"March, 2021","34,661","34,661 25.14%","4 2,695 6 3,565","2 6,779 4 ,816","1 37,855","7 9,077 1 13,867","4 6,872 8 ,981","2 48,796"
49,48.0,48,48,"April, 2021","27,718","27,718 22.01%","3 9,605 5 8,936","2 4,813 2 ,605","1 25,959","7 3,333 1 05,054","4 2,252 4 ,497","2 25,136"
50,49.0,49,49,"May, 2021","26,624","26,624 20.72%","3 9,374 5 9,701","2 5,917 3 ,527","1 28,519","7 3,281 1 07,050","4 4,445 6 ,095","2 30,870"
51,50.0,50,50,"June, 2021","27,827","27,827 21.63%","3 7,476 5 8,643","2 7,623 4 ,880","1 28,622","6 8,990 1 05,668","4 8,037 9 ,064","2 31,758"
